uuid,slug,name
11e81bd1-bd3e-cd8c-950f-a0369fe50396,los-titanes-de-durango,Los Titanes de Durango
11e81bc8-46b3-4f20-944d-a0369fe50396,emicida,Emicida
11e83fe6-ceaf-6c96-867b-aa1c026db3d8,svea,Svea
11e81bcd-c0a0-a51c-a18b-a0369fe50396,oguzhan-koc,Oğuzhan Koç
11e81bd0-ae3b-6044-82e4-a0369fe50396,los-mier,Los Mier
bdb807c9-7bd1-419f-9324-a36201255392,tess-burrstone,Tess Burrstone
11e81bd0-d028-aa2c-9d92-a0369fe50396,ol-dirty-bastard,Ol’ Dirty Bastard
11e81bce-102b-2e40-aaf8-a0369fe50396,helene-fischer,Helene Fischer
406b4922-5878-11e9-ab8d-549f35161576,luke-chiang,Luke Chiang
11e83fe9-8979-4266-b1a6-aa1c026db3d8,kahraman-deniz,Kahraman Deniz
11e81bc8-ca15-1b64-9b0c-a0369fe50396,mc-zaac,Mc Zaac
11e81bc8-6ae5-f618-abf2-a0369fe50396,fito-fitipaldis,Fito & Fitipaldis
5ab020e4-d3ac-481e-b55a-8b1bd075ef79,lyn-lapid-1,Lyn Lapid
50ab1259-f013-4670-89ae-76f909fec3f0,lyn-lapid-3,Lyn Lapid
11e83fee-300f-fc9c-bddf-aa1c026db3d8,lonely-in-the-rain,Lonely in the Rain
11e8a9df-c1bd-e2f2-9044-525400009efb,jose-maria-napoleon-3,José Maria Napoleón
cdf13bc4-5595-11ea-8694-549f35161576,jeff-grecia,Jeff Grecia
11e81bc0-c0cb-2d26-b0e1-a0369fe50396,the-drifters-1,The Drifters
54a8c28a-b7ff-11e8-a528-525400009efb,lost-sky,Lost Sky
11e83fe6-f0a5-3d26-9acf-aa1c026db3d8,s-o-e,S.O.E.
11e81bc0-80cf-3668-83cd-a0369fe50396,maverick-sabre,Maverick Sabre
11e83fed-e7d4-25ca-8ca4-a0369fe50396,molchat-doma,Molchat Doma
11e81bd1-509b-aa1a-a981-a0369fe50396,marisa-monte,Marisa Monte
11e81bbe-cbcf-72ce-b78c-a0369fe50396,eddie-money,Eddie Money
09a6c1fa-a567-11e9-a7ff-549f35161576,joshua-bassett,Joshua Bassett
c4782d59-61e4-4b1e-bfd2-6665a3ae973a,jay-mason-1,Jay Mason
11e81bbb-1cfc-97c0-a161-a0369fe50396,home,HOME
0b69395a-b8eb-11e8-8eba-525400009efb,amigdala-1,Amigdala
11e81bc3-020c-656e-965c-a0369fe50396,rhye,Rhye
11e81bd1-dcee-63fe-9b93-a0369fe50396,cat-dealers,Cat Dealers
11e81bbc-d69a-c908-b211-a0369fe50396,freddie-mercury,Freddie Mercury
11e81bbb-478b-b53e-9282-a0369fe50396,pinhani,Pinhani
11e81bc2-1c4a-1620-837e-a0369fe50396,endor,Endor
11e81bc1-0583-975a-88ca-a0369fe50396,mustafa-zahid,Mustafa Zahid
8eaa00c4-c0f2-11e8-9b8d-525400009efb,maia-wright,Maia Wright
11e83fe7-6c38-ea96-b520-aa1c026db3d8,mc-ph,MC PH
7118aebc-e725-4cd8-b72f-45a7f39893c4,dj-gudog,DJ GUDOG
11e81bc2-d8f5-3976-aa89-a0369fe50396,dr-hook,Dr. Hook
3e76c22c-8985-4346-8460-008d2680b054,aaron-frazer,Aaron Frazer
11e81bd2-dc40-f39e-b76c-a0369fe50396,joey-montana,Joey Montana
11e83feb-0dd6-67b8-8270-aa1c026db3d8,luiz-lins,Luiz Lins
11e81bbb-24dd-d51c-8f15-a0369fe50396,passion-pit,Passion Pit
11e81bbb-c3cd-094a-8863-a0369fe50396,sam-ryder,Sam Ryder
11e81bc1-bfd3-11c6-b44e-a0369fe50396,charlotte-de-witte,Charlotte De Witte
11e81bbf-5e44-99cc-9817-a0369fe50396,quantic,Quantic
11e81bbc-891d-1f1e-ae0b-a0369fe50396,ungu,Ungu
a1c99cac-f286-11e9-8181-801844edfa71,dj-guih-da-zo,DJ Guih Da ZO
11e81bbb-4a86-25d0-bbe4-a0369fe50396,charly-garcia,Charly García
11e81bcd-bbbf-fc3c-9317-a0369fe50396,descemer-bueno,Descemer Bueno
11e81bc2-613f-f614-a228-a0369fe50396,jamie-xx,Jamie xx
11e81bbc-fe32-b610-a6fc-a0369fe50396,tenacious-d,Tenacious D
618c46a2-54f5-41a3-b7ac-437f71b2a663,mismatched,Mismatched
abc72be8-c4fb-11e8-b6be-525400009efb,vitao-1,Vitão
11e81bc6-a4f1-b376-a7d2-a0369fe50396,david-gray-2,David Gray
95846d3e-b54e-11e9-a81a-549f35141000,jr-torres,JR Torres
11e81bc8-2168-068e-87e8-a0369fe50396,olexesh,Olexesh
11e81bc0-c538-f78a-ae2e-a0369fe50396,jorge-celedon,Jorge Celedón
3e64dd40-c63e-11e8-bf8c-549f35161576,totoy-el-frio,Totoy El Frio
11e81bd1-4e20-6ee2-8662-a0369fe50396,talk-talk,Talk Talk
11e83fe1-fb9a-caf2-b816-aa1c026db3d8,isak-danielson,Isak Danielson
11e81bc1-d14c-b7ea-a336-a0369fe50396,the-o-jays,The O’Jays
005fced8-3781-11e9-b37d-549f35161576,redveil,RedVeil
11e81bbb-942a-7902-94a6-a0369fe50396,in-flames,In Flames
11e81bd1-ff44-df46-bd5e-a0369fe50396,the-weather-girls,The Weather Girls
11e81bc8-1d69-9c50-ad63-a0369fe50396,hot-chelle-rae,Hot Chelle Rae
419ce62c-9203-4c7a-be68-335cdd84c644,ilytommy,ilyTOMMY
11e81bcc-cbcb-b6a8-9bd0-a0369fe50396,big-time-rush,Big Time Rush
11e81bbe-5e84-7336-88dd-a0369fe50396,tomine-harket,Tomine Harket
11e81bbb-d557-d5d2-a782-a0369fe50396,prettymuch,PRETTYMUCH
11e81bbf-ac26-c174-b725-a0369fe50396,ele-a-el-dominio,Ele A El Dominio
11e81bd3-035b-0c1c-b7ce-a0369fe50396,philharmonia-orchestra,Philharmonia Orchestra
11e81bbe-1429-afae-b706-a0369fe50396,johnny-nash,Johnny Nash
11e81bca-f362-494a-a080-a0369fe50396,sisqo,Sisqó
11e81bbf-8779-d230-b8d9-a0369fe50396,aaron-y-su-grupo-ilusion,Aaron y Su Grupo Ilusión
11e81bd2-567a-da54-a675-a0369fe50396,bobby-shmurda,Bobby Shmurda
11e81bcc-c790-6eee-9cf3-a0369fe50396,guayacan-orquesta,Guayacán Orquesta
11e81bcb-1df8-6ca2-b2de-a0369fe50396,blaaze,Blaaze
11e81bbf-f2dd-f5ec-8b68-a0369fe50396,jose-alfredo-jimenez,José Alfredo Jiménez
11e81bbe-18c7-1920-8ab3-a0369fe50396,gavin-greenaway,Gavin Greenaway
11e83fee-fd00-6e80-a1d4-a0369fe50396,alonzo-7,Alonzo
11e81bbb-e640-2f98-9527-a0369fe50396,michel-telo,Michel Teló
11e81bc2-766a-b0c4-b199-a0369fe50396,yama-1,Yama
11e81bc8-ecb3-1464-a917-a0369fe50396,belo-1,Belo
11e81bbc-010e-e5f8-90c5-a0369fe50396,yaga-mackie,Yaga & Mackie
2772542a-228a-11e9-ac7f-549f35161576,cocomelon,Cocomelon
11e81bbe-e939-55aa-9e69-a0369fe50396,dj-dahi,DJ Dahi
11e83fec-d465-f5dc-b903-aa1c026db3d8,shoreline-mafia,Shoreline Mafia
11e81bc6-fcb2-8cc0-ae01-a0369fe50396,a-ap-mob,A$AP Mob
11e81bbb-62a2-5dfa-bbc1-a0369fe50396,syd,Syd
11e81bc1-e9db-3aac-a842-a0369fe50396,monolink,Monolink
11e81bd1-cef6-e29e-829d-a0369fe50396,killswitch-engage,Killswitch Engage
0575b1e0-f0df-11e9-ba42-801844ee83a6,saygrace,SAYGRACE
6bde87b0-0427-480c-8b8a-73e5f520994c,alessandra-19,Alessandra
11e81bc6-c39a-be08-8fdf-a0369fe50396,eraserheads,Eraserheads
11e81bbb-b451-24b0-b6de-a0369fe50396,gabriel-faure,Gabriel Fauré
11e81bc2-89ce-ba20-b614-a0369fe50396,taking-back-sunday,Taking Back Sunday
11e81bc8-ea09-166e-9593-a0369fe50396,big-wild,Big Wild
11e81bc0-f959-686a-8caf-a0369fe50396,rata-blanca,Rata Blanca
11e81bbe-17dc-65a6-b1d5-a0369fe50396,fredo,Fredo
11e81bc9-4827-9f4a-8b4f-a0369fe50396,sharon-jones-and-the-dap-kings,Sharon Jones and the Dap‐Kings
11e81bc0-1842-fc7e-a18f-a0369fe50396,buena-vista-social-club,Buena Vista Social Club
11e8591c-8fc7-a6ca-b153-a0369fe50396,maolee,Mãolee
11e83fe7-f6fd-b80a-904c-aa1c026db3d8,the-kidd,The Kidd
11e83feb-ddd0-837c-9c66-aa1c026db3d8,chung-ha,CHUNG HA
11e81bc7-4a5a-418e-becd-a0369fe50396,ini-kamoze,Ini Kamoze
7eba8235-a80f-49a2-a566-f477c5f9eea9,lagique,Lagique
11e81bbc-af2f-0a50-8b52-a0369fe50396,mark-knight-1,Mark Knight
11e81bc2-fe7a-041a-af76-a0369fe50396,marnik,Marnik
11e81bc3-4088-cdfa-8da2-a0369fe50396,darbuka-siva,Darbuka Siva
11e81bd2-bb0b-ff5c-8c47-a0369fe50396,old-sea-brigade,Old Sea Brigade
11e81bbe-7d84-f65c-af9c-a0369fe50396,palomo,Palomo
11e81bcb-094b-cff6-9580-a0369fe50396,wankelmut,Wankelmut
11e81bc6-76bd-05b4-aa83-a0369fe50396,alison-krauss,Alison Krauss
11e81bc9-d8fd-7684-9df0-a0369fe50396,ikon-4,iKON
11e81bbb-db6d-fafa-834a-a0369fe50396,hot-chocolate,Hot Chocolate
4b5dcc1c-b8da-11e8-b61d-525400009efb,jay-chou,Jay Chou
11e83fed-6e0e-6426-9b67-aa1c026db3d8,melek-mosso,Melek Mosso
11e81bbe-15aa-8a9c-a47b-a0369fe50396,kid-abelha,Kid Abelha
e02b4f58-12c6-11ea-ae16-549f35141000,ikuta-lilas,Ikuta Lilas
11e83fec-20e7-9a10-81f8-aa1c026db3d8,luisito-ayala-y-la-puerto-rican-power,Luisito Ayala Y La Puerto Rican Power
11e81bcd-7569-d64a-a97f-a0369fe50396,momina-mustehsan,Momina Mustehsan
11e81bc0-76f8-6dbc-946c-a0369fe50396,brian-mcknight,Brian McKnight
11e81bd1-3558-2508-8ecc-a0369fe50396,hoodie-allen,Hoodie Allen
1b45dba6-0e00-495b-b945-12aa2d6f616d,guntter-1,GUNTTER
11e81bc7-d623-6a9c-b8f0-a0369fe50396,yelawolf,Yelawolf
11e81bce-2129-1310-8e68-a0369fe50396,sir-neville-marriner,Sir Neville Marriner
11e81bba-ea1a-4abe-9ec1-a0369fe50396,jay1,Jay1
cbc86a44-c1ca-11e8-b92c-525400009efb,the-romantics-3,The Romantics
11e81bbd-2e61-9522-8063-a0369fe50396,freeze-corleone,Freeze Corleone
11e81bc9-8ee8-e5a6-8fd3-a0369fe50396,kamal-haasan,Kamal Haasan
4a278f57-497c-4a91-9444-372bcc5434ed,domingo-morales,Domingo Morales
4204b5da-3445-11ea-8df0-801844edfa71,ghostluvme,Ghostluvme
d4fef153-315f-4e29-9cd3-2b376495b9a2,alejo-isakk-2,Alejo Isakk
6fa1cd5e-b8f7-11e8-967a-525400009efb,baekhyun,BAEKHYUN
11e83fee-80e1-1958-8d82-aa1c026db3d8,kylie-morgan,Kylie Morgan
11e81bc1-10b1-82a4-8de4-a0369fe50396,vijay-1,Vijay
11e83fe3-0eb9-9b30-bae5-aa1c026db3d8,kurt-4,kurt
89155da0-b8d9-11e8-8724-525400009efb,k-ci-jojo-3,K-Ci & JoJo
2132fdec-9bf6-4c5e-a491-ca485acaf52f,iguinho-e-lulinha,Iguinho e Lulinha
e5fb8431-1229-44f2-baa7-8cedfa934694,lumi-athena,Lumi Athena
eb7054d8-c607-11e8-81de-549f35141000,coyote-beatz,Coyote Beatz
11e88ab2-31bb-2c6a-852a-c81f66c9b203,kids-see-ghosts,KIDS SEE GHOSTS
11e81bca-bd00-6a94-977c-a0369fe50396,traditional,Traditional
11e81bbb-0059-9a1e-9f82-a0369fe50396,clara-la-san,Clara La San
11e81bce-3314-5b02-89a0-a0369fe50396,vigiland,Vigiland
11e81bc7-5326-0a82-987c-a0369fe50396,pulp,Pulp
11e81bbc-22c1-79ea-a928-a0369fe50396,olamide,Olamide
11e81bbd-245d-884c-b35b-a0369fe50396,troyboi,TroyBoi
11e81bbd-1ae2-9e42-aa38-a0369fe50396,judika,Judika
11e81bc3-abef-a53c-8337-a0369fe50396,deep-chills,Deep Chills
11e81bbf-9cd4-f6b4-96a0-a0369fe50396,engelbert-humperdinck,Engelbert Humperdinck
11e81bba-ea87-175c-9639-a0369fe50396,mr-president,Mr. President
11e81bc1-14f1-a808-9825-a0369fe50396,hunter-hayes,Hunter Hayes
11e81bd1-1ee9-7650-a92a-a0369fe50396,andrew-lloyd-webber,Andrew Lloyd Webber
11e81bbd-cae1-bc4c-b561-a0369fe50396,example,Example
11e81bbc-6f25-46e0-b5b2-a0369fe50396,babyface-ray,Babyface Ray
11e81bc9-8530-fd64-b33b-a0369fe50396,big-yamo,Big Yamo
11e81bd0-5036-d9f6-a6b9-a0369fe50396,statik-selektah,Statik Selektah
11e81bcb-1403-a306-b828-a0369fe50396,sunitha-sarathy,Sunitha Sarathy
559963a0-1087-460f-8ede-86cab710914c,fred-fabricio-1,Fred & Fabrício
79b51944-2968-4f65-abdd-d1a2b51ef02d,ariel-donato,Ariel Donato
11e81bce-2f13-4e1e-9034-a0369fe50396,k-camp,K Camp
11e81bcb-818c-2de4-a99d-a0369fe50396,wonder-girls,Wonder Girls
11e81bd2-b6cb-e966-b144-a0369fe50396,royksopp,Röyksopp
11e81bc6-a065-9a48-9fac-a0369fe50396,los-rieleros-del-norte,Los Rieleros del Norte
11e81bbe-bfe7-445a-ac38-a0369fe50396,shallou,Shallou.
11e81bc7-0578-10a0-9238-a0369fe50396,los-angeles-negros,Los Ángeles Negros
11e81bcd-7656-3828-bf1d-a0369fe50396,lenine,Lenine
11e81bcd-d5a2-4f6a-bf9e-a0369fe50396,frank-walker,Frank Walker
b84d1e61-571a-45f7-bd64-3b9f49e0d1b2,jossef,Jossef
c5986b8e-d037-11e9-b4d1-549f35141000,jagger-finn,jagger finn
11e81bd1-0cdd-9338-bbab-a0369fe50396,paul-woolford,Paul Woolford
11e81bc1-60b1-d72c-b180-a0369fe50396,ryan-riback,Ryan Riback
11e81bd0-cf23-4cea-9226-a0369fe50396,merk-kremont,Merk & Kremont
11e81bd0-be71-a8e2-b1d9-a0369fe50396,ingrid-michaelson,Ingrid Michaelson
11e81bc0-3af9-00ce-89ea-a0369fe50396,dj-gollum,DJ Gollum
11e81bd2-7d08-16f0-a940-a0369fe50396,gippy-grewal,Gippy Grewal
a72aef6a-94c4-49b4-8d9c-e9ce9cc0f57d,cumbiafrica,Cumbiafrica
727d6edc-c1c3-11e8-b255-525400009efb,pharmacist,Pharmacist
69be1d3e-e4ee-11e8-baa2-00163ec5a2fb,villabanks,VillaBanks
11e81bc2-e2b1-071a-b66a-a0369fe50396,the-teskey-brothers,The Teskey Brothers
c7e25c7f-6b54-4340-8ff5-6a2dc1888392,reckol,Reckol
11e81bbf-55e3-9ac6-9224-a0369fe50396,elsa-y-elmar,Elsa y Elmar
11e83fea-f7af-0238-ad6e-a0369fe50396,ultimo-2,Ultimo
e87485b8-0ffb-11e9-b78f-549f35161576,juju-17,Juju
1559e9d7-8d7f-499b-a814-e8b57084e8dc,paradox-58,Paradox
11e81bc9-2278-6afe-8da3-a0369fe50396,george-thorogood-the-destroyers,George Thorogood & the Destroyers
11e81bcc-bd85-2fc0-863f-a0369fe50396,aly-aj,Aly & AJ
11e81bc0-b485-e628-b05b-a0369fe50396,porter-robinson,Porter Robinson
11e81bc7-df56-c4ec-a166-a0369fe50396,testament,Testament
11e81bc0-5ba8-78e0-8831-a0369fe50396,amit-mishra,Amit Mishra
69f20116-c1cc-11e8-adc8-525400009efb,mase-6,Mase
11e81bc0-8746-1912-bd21-a0369fe50396,carlos-ponce,Carlos Ponce
11e81bce-ac8d-50f6-bf97-a0369fe50396,k-paz-de-la-sierra,K-Paz de la Sierra
11e81bcd-1a6a-56d4-b24c-a0369fe50396,alexander-rybak,Alexander Rybak
11e81bd2-0d17-e8f2-ac2f-a0369fe50396,dej-loaf,DeJ Loaf
c0597e14-c1d9-11e8-9f04-525400009efb,danny-towers-1,Danny Towers
11e83feb-cd3d-2628-a245-a0369fe50396,minelli-2,Minelli
11e81bc9-eb59-fc26-801f-a0369fe50396,solange-3,Solange
11e81bbc-b669-8c28-b306-a0369fe50396,sim,SiM
11e81bbf-951c-72ee-bd45-a0369fe50396,victor-leo,Victor & Leo
11e81bbe-244a-a24e-90eb-a0369fe50396,gemitaiz,Gemitaiz
11e81bc6-a1ca-5874-9466-a0369fe50396,los-rodriguez,Los Rodríguez
11e81bd0-f525-b4fa-a870-a0369fe50396,da-tweekaz,Da Tweekaz
11e81bce-4d20-c472-a6e6-a0369fe50396,boyzone,Boyzone
11e81bca-68d5-ff38-bf81-a0369fe50396,loy-mendonsa,Loy Mendonsa
11e83feb-b3eb-7472-b8b6-aa1c026db3d8,lola-amour,Lola Amour
cb0b5c96-3f88-11ea-8705-e4434b2a4898,raghav-chaitanya,Raghav Chaitanya
11e81bd2-2d92-0658-861d-a0369fe50396,route-94,Route 94
11e81bd3-5370-df1a-8e1a-a0369fe50396,asaf-avidan,Asaf Avidan
43eea433-9c42-4722-b9e7-6c538bd2c7b7,framed-2,framed
11e81bbc-7d8d-8076-956a-a0369fe50396,rionegro-solimoes,Rionegro & Solimões
11e81bbc-1050-849a-8ea6-a0369fe50396,the-rudeboyz,The Rudeboyz
11e81bc9-b7f5-af60-97e9-a0369fe50396,lindsey-stirling,Lindsey Stirling
11e81bcb-3086-aeb0-a763-a0369fe50396,lebo-m,Lebo M
efcd461a-4174-11e9-bacf-549f35141000,priscilla-block,Priscilla Block
11e81bbb-b00c-06ea-b7db-a0369fe50396,joep-beving,Joep Beving
11e81bc1-703c-f456-9106-a0369fe50396,bob-moses,Bob Moses
11e81bc9-2442-31b2-aa2f-a0369fe50396,paul-kalkbrenner,Paul Kalkbrenner
11e81bc2-a0bd-f048-b93f-a0369fe50396,nino-de-elche,Niño de Elche
11e81bc3-b54f-3322-8c74-a0369fe50396,the-plot-in-you,The Plot in You
11e83fdf-bb13-c698-b30e-aa1c026db3d8,booker-t-the-m-g-s,Booker T. & The M.G.'s
11e81bc3-f550-f69a-bb89-a0369fe50396,gazapizm,Gazapizm
11e83feb-2764-3f70-a11e-a0369fe50396,ardhito-pramono,Ardhito Pramono
11e81bc9-febf-ba9e-9d19-a0369fe50396,tribo-da-periferia,Tribo da Periferia
11e83fe4-889e-4508-9c04-aa1c026db3d8,amrit-maan,Amrit Maan
4e254a2e-c1cc-11e8-a23d-525400009efb,pedro-lotto,Pedro Lotto
11e81bc1-6e98-3412-83f3-a0369fe50396,nightwish,Nightwish
11e81bbd-2ccf-1798-bbcd-a0369fe50396,lee-ann-womack,Lee Ann Womack
11e81bcd-6522-dfc0-86d2-a0369fe50396,alyssa-mendonsa,Alyssa Mendonsa
11e83feb-650c-e11a-b03a-aa1c026db3d8,riopy,RIOPY
11e81bce-4456-83ea-b01f-a0369fe50396,alan-silvestri,Alan Silvestri
11e81bd2-1d8d-3c32-a01f-a0369fe50396,baltimora,Baltimora
2486f404-d907-11e8-b55c-549f35141000,ahmet-hatipoglu-1,Ahmet Hatipoğlu
b4041e49-2501-455b-bf4f-8780907b1bb1,kaito-shoma-1,Kaito Shoma
11e81bce-7ac2-450e-8b27-a0369fe50396,banx-ranx,Banx & Ranx
11e81bc1-f64c-187e-a9f6-a0369fe50396,lalo-mora,Lalo Mora
11e83fec-9f35-0664-91e0-aa1c026db3d8,teo-9,¿Téo?
d345f2e4-2140-487b-a7ec-7dae19526b68,maria-marcal,Maria Marçal
11e81bca-b792-6b3e-8187-a0369fe50396,lillias-white,Lillias White
11e81bd0-79d6-bbf0-958c-a0369fe50396,too-hort,Too $hort
11e81bd2-44ab-9002-ba20-a0369fe50396,bette-midler,Bette Midler
11e83fee-0de1-0300-b84d-a0369fe50396,demxntia,Demxntia
9447ce77-70a7-436a-8a70-6be668f9f4ca,grentperez,grentperez
11e81bca-ff39-fd30-a2ea-a0369fe50396,lamb-of-god,Lamb of God
11e81bc9-8d7c-00ea-8aed-a0369fe50396,three-dog-night,Three Dog Night
11e81bcb-1e98-67de-9e5a-a0369fe50396,bassjackers,Bassjackers
11e81bc0-c979-11e0-81b4-a0369fe50396,lovejoy,Lovejoy
11e81bd2-e4dd-9a2a-a413-a0369fe50396,trettmann,Trettmann
11e83fe7-56d7-d18a-a33f-aa1c026db3d8,mixsingh,Mixsingh
11e81bc8-98f2-4d36-920c-a0369fe50396,ravindra-jain,Ravindra Jain
43f7c1fa-312d-11e9-9903-00163ec5a2fb,haarper,Haarper
11e83fe0-7ffe-540a-bb46-a0369fe50396,confetti-2,Confetti
11e81bba-4cf6-be84-a18e-a0369fe50396,vaneese-thomas,Vaneese Thomas
11e81bbc-8e11-2056-8433-a0369fe50396,lachanze,LaChanze
862e285e-f4d9-41c1-8812-c42379122876,taaruk-raina,Taaruk Raina
11e81bcd-6b08-f438-8290-a0369fe50396,rubel,Rubel
11e81bc7-8e47-b5d4-86d9-a0369fe50396,hale-1,Hale
65cb0602-0040-11e9-913a-549f35161576,tevvez,Tevvez
4f5159ac-1d02-44a3-b51b-ea0f0950a096,rk-adithya,RK Adithya
8946c17e-c662-11e8-b0c8-549f35141000,mangli,Mangli
8025b044-b8db-11e8-ba07-525400009efb,jj-lin,JJ Lin
11e81bd1-384b-f4e2-9fe3-a0369fe50396,daveed-diggs,Daveed Diggs
11e81bc4-0d49-4248-ab63-a0369fe50396,amit-kumar,Amit Kumar
46f27216-c63d-11e8-a776-549f35161576,harry-nach,Harry Nach
11e81bd1-dd1e-7aee-b514-a0369fe50396,miles-davis,Miles Davis
11e81bd0-922f-0f90-b784-a0369fe50396,ryan-hurd,Ryan Hurd
11e81bbc-8c65-f574-bf3d-a0369fe50396,maurice-ravel,Maurice Ravel
47d5ded4-4667-11e9-9bc8-e4434b2a489b,casa-worship,Casa Worship
cb8da338-d6d7-11e8-9c33-525400009efb,ikimonogakari-2,Ikimonogakari
11e81bca-cda3-61b2-9926-a0369fe50396,cheryl-freeman,Cheryl Freeman
11e81bbb-cbed-da8c-a67e-a0369fe50396,big-thief,Big Thief
11e83fec-6abc-94e2-af67-aa1c026db3d8,clockclock,ClockClock
11e81bcb-0772-dbe8-8de5-a0369fe50396,jaci-velasquez,Jaci Velásquez
11e81bc0-b24b-0ad2-a7ac-a0369fe50396,la-hungara,La Húngara
44d08f36-405e-11e9-8356-549f35141000,sreejith-edavana,Sreejith Edavana
11e83fea-2f0f-ab84-9e64-aa1c026db3d8,srivardhini,Srivardhini
a9010cb2-88af-11e9-9ff6-801844edfa71,davi-kneip,Davi Kneip
11e81bcb-9087-71a0-ba02-a0369fe50396,wet-wet-wet,Wet Wet Wet
11e81bc6-f1c9-2bca-b463-a0369fe50396,unlike-pluto,Unlike Pluto
11e81bc7-91b6-c1f6-8859-a0369fe50396,capital-inicial,Capital Inicial
11e83fe0-7a48-86f2-b2cc-aa1c026db3d8,el-mimoso-luis-antonio-lopez,El Mimoso Luis Antonio López
11e81bce-9a05-b752-a834-a0369fe50396,joao-gilberto,João Gilberto
125ee432-c59b-11e8-8200-549f35141000,sushin-shyam-1,Sushin Shyam
11e81bc3-fe0d-f6ca-ba64-a0369fe50396,sophie-ellis-bextor,Sophie Ellis‐Bextor
11e81bd0-6ce6-84e8-8f34-a0369fe50396,loyle-carner,Loyle Carner
f489ac99-3adc-4ad2-a042-c836cf6fccd6,sophie-ellis-bextor-1,Sophie Ellis-Bextor
11e81bc6-c22f-f24a-91eb-a0369fe50396,chase-status,Chase & Status
11e83fec-b8e5-d4a8-a01b-aa1c026db3d8,leon-leiden,Leon Leiden
3d56a62d-88c0-4f6b-9ff5-7b459a79c31f,jayo-9,JayO
11e81bc7-a8f8-5780-8401-a0369fe50396,alexandre-pires,Alexandre Pires
11e81bc8-7467-fb50-ad57-a0369fe50396,smith-thell,Smith & Thell
11e81bbb-f217-788a-b5ec-a0369fe50396,gordon-lightfoot,Gordon Lightfoot
11e81bbd-fcc7-81ec-a52d-a0369fe50396,the-lyndhurst-orchestra,The Lyndhurst Orchestra
11e81bca-c19a-a1aa-99fd-a0369fe50396,dani-martin,Dani Martín
11e83fe4-6ba2-d18a-8287-aa1c026db3d8,tarro,Tarro
2a68c7e3-a09d-469c-9276-4879d395c801,de-parranda,De Parranda
11e81bd1-39df-fc22-976a-a0369fe50396,shruti-haasan,Shruti Haasan
11e81bcd-0fe1-d32c-a75b-a0369fe50396,de-hofnar,De Hofnar
b47e755a-c1a6-11e8-b8f1-525400009efb,kweller,Kweller
11e81bd2-0dde-a910-b2aa-a0369fe50396,bjork,Björk
ef203f29-eade-43a0-97f0-93cf1d2c0db4,fast-furious-the-fast-saga,Fast & Furious: The Fast Saga
11e81bc8-81b8-069c-a6b6-a0369fe50396,atreyu,Atreyu
11e81bc3-4632-a956-b9d6-a0369fe50396,kota-the-friend,KOTA the Friend
11e81bcd-67a4-793e-b95a-a0369fe50396,ana-torroja,Ana Torroja
11e81bce-c83a-23c4-a091-a0369fe50396,peggy-lee-1,Peggy Lee
11e81bc2-18b2-1f3a-b5ac-a0369fe50396,carla-bruni,Carla Bruni
ac0ca420-2ab1-4832-a57a-140dd8930eb0,eibell,Eibell
11e81bc3-4c70-f886-bb9f-a0369fe50396,a-perfect-circle,A Perfect Circle
734e5330-c79f-11e8-ae4e-549f35141000,mild-minds,Mild Minds
11e81bc2-61cc-03ac-b7f3-a0369fe50396,dj-fresh-1,DJ Fresh
11e81bbc-f25c-aa76-baef-a0369fe50396,diogo-nogueira,Diogo Nogueira
11e81bc1-401b-f718-805a-a0369fe50396,crystal-waters,Crystal Waters
11e81bc2-8373-6d60-8a92-a0369fe50396,alexander-acha,Alexander Acha
11e81bd3-1929-13d6-8cc2-a0369fe50396,the-raconteurs,The Raconteurs
11e81bc6-ef17-e286-b824-a0369fe50396,silverchair,Silverchair
11e81bbd-fa73-fe3e-b338-a0369fe50396,alligatoah,Alligatoah
ae5843e8-c658-11e8-ab0d-549f35141000,jony-3,Jony
11e81bc7-2f0b-5670-bd2d-a0369fe50396,axmo,AXMO
353c0644-a6c0-11ea-a50e-b4969113da24,suara-kayu,Suara Kayu
11e81bc7-129f-13a0-931c-a0369fe50396,lucia-mendez,Lucía Méndez
11e81bcb-2965-717a-9baa-a0369fe50396,damien-rice,Damien Rice
1724b2b2-55ba-11e9-95b7-549f35141000,anurag-saikia,Anurag Saikia
4b6f2ede-14d9-11e9-8bf7-549f35161576,varinder-brar-1,Varinder Brar
6446a24c-b8eb-11e8-9fb6-525400009efb,yasli-amca,Yaşlı Amca
11e81bc2-f7c1-4f8e-915c-a0369fe50396,the-pharcyde,The Pharcyde
6a905ec0-c284-11e8-9dc2-525400009efb,mc-braz,MC Braz
11e81bc0-0f45-cf84-9983-a0369fe50396,chronixx,Chronixx
11e81bc8-59a7-c098-a2e0-a0369fe50396,jem-cooke,Jem Cooke
d624203e-c63c-11e8-b9a0-549f35141000,kenny-mason,Kenny Mason
11e81bca-09da-ee08-9f01-a0369fe50396,obie-trice,Obie Trice
11e81bcc-a65d-13bc-a393-a0369fe50396,santino-fontana,Santino Fontana
11e81bbd-32fb-a474-af8e-a0369fe50396,humberto-ronaldo,Humberto & Ronaldo
11e81bd1-86d4-fe74-b662-a0369fe50396,dvsn,dvsn
11e83fe4-540b-ab0a-afb4-a0369fe50396,mc-rd,Mc Rd
11e81bcb-31a0-1c50-9b15-a0369fe50396,prakriti-kakar,Prakriti Kakar
