uuid,slug,name
11e81bcb-3de9-da6e-bf29-a0369fe50396,bad-gyal,Bad Gyal
11e81bcd-f447-aa1e-b5a9-a0369fe50396,lauren-daigle,Lauren Daigle
6a7eaea0-09ec-11e9-b432-549f35161576,marcianeke,Marcianeke
11e81bc0-e120-9e12-8d02-a0369fe50396,pet-shop-boys,Pet Shop Boys
11e81bd0-cd24-0dda-999d-a0369fe50396,lily-allen,Lily Allen
11e83fe2-fa97-b4f2-a578-a0369fe50396,frederic-chopin,Frédéric Chopin
11e81bbb-e291-ee54-aff7-a0369fe50396,interplanetary-criminal,Interplanetary Criminal
11e81bbf-0036-f12c-9a15-a0369fe50396,the-cars,The Cars
11e81bbf-4c52-1a50-8646-a0369fe50396,alex-rose,Alex Rose
11e83fed-1785-a344-88db-a0369fe50396,leony-1,Leony
11e81bc2-5df7-4a0c-a109-a0369fe50396,gloria-estefan,Gloria Estefan
11e81bc9-acf5-13bc-ac36-a0369fe50396,virlan-garcia,Virlan Garcia
945eeb7e-c1a6-11e8-98ad-525400009efb,lalo-ebratt,Lalo Ebratt
11e81bc8-80d1-caba-88df-a0369fe50396,creamy,Creamy
03bc0512-efd1-11e8-bd31-549f35141000,grupo-menos-e-mais,Grupo Menos É Mais
11e81bc8-11f1-5e44-868f-a0369fe50396,cody-johnson,Cody Johnson
11e81bc6-b8f0-d622-9d99-a0369fe50396,krono-1,KRONO
11e81bba-d8cd-a65c-80b3-a0369fe50396,lennon-stella,Lennon Stella
11e81bbe-5f94-11b4-a3c1-a0369fe50396,dennis-lloyd,Dennis Lloyd
11e81bcc-7041-2b2e-ac4e-a0369fe50396,neiked,NEIKED
11e81bc9-c479-e576-ab7f-a0369fe50396,joe-cocker,Joe Cocker
2afcd436-5974-11ea-aa05-549f35141000,aditya-a,Aditya A
11e81bd0-fceb-f302-bf09-a0369fe50396,dustin-lynch,Dustin Lynch
11e81bd1-c1f8-c71a-907d-a0369fe50396,ilaiyaraaja,Ilaiyaraaja
11e81bc9-cf29-cb9e-b9d4-a0369fe50396,g-herbo,G Herbo
11e83fea-b041-3ca4-8e6f-aa1c026db3d8,notd,NOTD
11e81bc9-ee50-722a-bd89-a0369fe50396,moby-1,Moby
11e81bc6-c012-5c00-86da-a0369fe50396,yeah-yeah-yeahs,Yeah Yeah Yeahs
11e81bc1-0ff8-d33a-8a6d-a0369fe50396,tori-kelly,Tori Kelly
11e81bc0-366f-4540-b4f5-a0369fe50396,dayglow,Dayglow
11e81bc8-4f3d-bb08-a331-a0369fe50396,new-order,New Order
11e81bc7-d5cf-0d12-ba65-a0369fe50396,eve-7,Eve
11e81bc2-dfb5-591c-a06d-a0369fe50396,gloria-trevi,Gloria Trevi
11e81bc3-47e1-dfba-b004-a0369fe50396,asha-bhosle,Asha Bhosle
11e81bd1-ca3d-ad64-a102-a0369fe50396,raf-camora,RAF Camora
11e83fe3-d0b0-3d5c-a6da-aa1c026db3d8,clayton-romario,Clayton & Romário
11e81bbf-9e54-c776-bab0-a0369fe50396,tom-rosenthal,Tom Rosenthal
11e81bc8-79e4-72d4-9917-a0369fe50396,matt-maltese,Matt Maltese
525ed101-89c6-4a80-b3cf-8eedb3b3b466,g3ox-em,g3ox_em
11e81bcd-63f6-ec86-8439-a0369fe50396,fitz-and-the-tantrums,Fitz and The Tantrums
11e81bce-a439-e3a6-8ea7-a0369fe50396,cafe-tacvba,Café Tacvba
4ec7a80c-afcc-11e9-9b09-801844edfa71,mc-menor-mt,MC Menor MT
11e81bc8-145c-f288-a16d-a0369fe50396,seether,Seether
11e8634d-3154-563e-a79a-a0369fe50396,pamungkas,Pamungkas
11e81bd3-3fe0-3892-9628-a0369fe50396,akhil,Akhil
11e81bca-2b1b-7542-a9b6-a0369fe50396,nakash-aziz,Nakash Aziz
7a014b46-5c5a-11ea-9d1c-e4434b16cb78,oneheart-1,Øneheart
11e83feb-e571-9846-b23d-aa1c026db3d8,karan-aujla,Karan Aujla
11e81bc9-1520-a038-b4e0-a0369fe50396,indila,Indila
11e81bc7-201b-89d2-8055-a0369fe50396,dom-dolla,Dom Dolla
11e81bc6-ff58-3880-aebb-a0369fe50396,kevin-gates,Kevin Gates
11e81bbf-ea73-b7e8-8a12-a0369fe50396,commodores,Commodores
11e81bcc-ebbb-c20a-a0fd-a0369fe50396,los-autenticos-decadentes,Los Auténticos Decadentes
11e81bc2-773c-a35e-88d8-a0369fe50396,plain-white-t-s,Plain White T’s
11e81bc7-b8a9-58c8-9481-a0369fe50396,omega-10,Omega
11e81bbe-e659-b24e-8968-a0369fe50396,arizona-zervas,Arizona Zervas
11e81bd2-70d0-3462-b894-a0369fe50396,willie-colon,Willie Colón
11e81bbc-8ad1-c9c2-96fb-a0369fe50396,haze,Haze
11e81bba-7e18-9e24-b5ff-a0369fe50396,lil-jon,Lil Jon
11e81bd1-6a63-9e26-b3f6-a0369fe50396,alphaville-2,Alphaville
11e81bba-b5f6-52fa-a2aa-a0369fe50396,keyshia-cole,Keyshia Cole
3eccdce4-4971-11ea-9f19-e4434b16cb78,bellakath,Bellakath
11e81bc9-b8b4-6efa-85bb-a0369fe50396,palak-muchhal,Palak Muchhal
11e81bcc-c4ab-b12a-a391-a0369fe50396,ginuwine,Ginuwine
11e81bc6-ee81-1860-9b0d-a0369fe50396,majestic-3,Majestic
11e81bc7-b66d-37dc-b230-a0369fe50396,natasha-bedingfield,Natasha Bedingfield
11e81bc7-e29a-4aca-aec0-a0369fe50396,alan-menken,Alan Menken
62099560-c238-11e8-a94f-525400009efb,ke-personajes,Ke personajes
11e81bcc-a88b-322c-a2f2-a0369fe50396,dimitri-vegas,Dimitri Vegas
11e81bd2-853d-4f16-8d72-a0369fe50396,maggie-rogers,Maggie Rogers
11e81bc0-4e83-7412-9dc9-a0369fe50396,beret,Beret
11e81bbd-0350-b4c6-8244-a0369fe50396,daya,Daya
a446dbb4-2e77-45bd-87f5-f0cb90b2de9b,angel-dior,Angel Dior
11e81bbf-19c9-756a-a136-a0369fe50396,maite-perroni,Maite Perroni
bd94cc3e-c1ce-11e8-8b3c-525400009efb,sevek,Sevek
9567ab92-2ece-11e9-a403-549f35161576,itzy,ITZY
6e8a1557-7f77-4671-ae3b-556071608fba,adriano-rhod,Adriano Rhod
e789e378-c659-11e8-8da4-549f35161576,sub-urban-2,Sub Urban
11e81bbb-b9af-180e-ae06-a0369fe50396,conjunto-primavera,Conjunto Primavera
11e81bcd-92be-5838-827c-a0369fe50396,aaliyah,Aaliyah
5cfd78b6-fe17-4046-86a7-3fd2a2befc74,southstar,Southstar
11e81bca-268d-7d04-82b8-a0369fe50396,alvaro-soler,Alvaro Soler
dcb25838-aafe-11e9-9511-549f35161576,mc-rogerinho,MC Rogerinho
1815304c-5ce1-11e9-a445-e4434b16cb7a,murilo-huff,Murilo Huff
11e81bbf-12b7-95f4-9616-a0369fe50396,wu-tang-clan,Wu‐Tang Clan
11e81bc8-bbbe-095e-bd33-a0369fe50396,irene-cara,Irene Cara
11e81bcc-b74b-3eb0-b13a-a0369fe50396,matisse-3,Matisse
11e81bd2-17ca-3b74-87f5-a0369fe50396,vijay-prakash,Vijay Prakash
a7902b6a-f00e-4f35-b4dd-a79d972cbfb2,russ-millions,Russ Millions
11e81bc7-ab66-3b18-ba97-a0369fe50396,eric-prydz,Eric Prydz
11e81bcc-ce4b-3804-8048-a0369fe50396,cypress-hill,Cypress Hill
11e83fe2-f7f1-2c06-adf6-a0369fe50396,cast-of-mamma-mia-the-movie,Cast Of Mamma Mia The Movie
11e81bd0-f509-0d28-906b-a0369fe50396,teto,Teto
87b62568-4c9d-11e9-ae13-e4434b2a489b,grupo-los-de-la-o,Grupo Los de la O
a30ca5fa-128a-11e9-a253-549f35141000,mike-bahia-3,Mike Bahia
11e83fea-051c-0ee4-8ce3-aa1c026db3d8,omar-montes,Omar Montes
11e81bc0-6e70-4782-a4f7-a0369fe50396,cuco,Cuco
11e81bc9-b30d-5de0-a109-a0369fe50396,kishore-kumar,Kishore Kumar
081d2c52-b052-11e9-823a-549f35161576,1nonly,1nonly
11e81bcc-f0b3-8cf2-b4d2-a0369fe50396,whethan,Whethan
03abf2be-c4c7-11e9-ae86-e4434b16cb7a,feby-putri,Feby Putri
c9fb8382-c647-11e8-bb24-549f35161576,buarque,Buarque
0aa0f3bc-133f-43c6-b92f-207899580d68,kausar-munir,Kausar Munir
11e81bbe-049a-11e6-8c4c-a0369fe50396,matchbox-twenty,Matchbox Twenty
11e81bce-295d-b98c-bd5f-a0369fe50396,sido-1,Sido
11e81bc3-3951-2582-8bdd-a0369fe50396,la-factoria,La Factoría
cb8958d8-6df9-4500-a855-87d6f71d8e08,kanii,Kanii°
11e81bc2-f6fa-b86a-8f95-a0369fe50396,james-taylor-3,James Taylor
11e81bc8-9cbd-d278-8c8a-a0369fe50396,alle-farben,Alle Farben
11e81bc8-09be-4a70-9c6f-a0369fe50396,leon-larregui,León Larregui
0569578e-4fa2-4323-a10e-458bbc9b4517,jamie-miller-2,Jamie Miller
11e81bc2-8ef4-4d26-945d-a0369fe50396,money-man,Money Man
11e81bd2-ba51-035a-a6da-a0369fe50396,dulce-maria,Dulce María
11e83fec-7b87-618a-bbc4-aa1c026db3d8,pineapple-stormtv,Pineapple StormTv
11e81bcb-82d5-3920-a83d-a0369fe50396,jon-z,Jon Z
11e81bc9-a972-06aa-9c73-a0369fe50396,hrvy,HRVY
11e81bbe-afd2-178e-9e60-a0369fe50396,chris-young,Chris Young
11e81bbb-8ea8-6dd6-b40e-a0369fe50396,jet-1,Jet
11e81bc0-54dc-86aa-8ce1-a0369fe50396,al-green,Al Green
ef7f9cba-b8cd-11e8-b647-525400009efb,bone-thugs-n-harmony-2,Bone Thugs-n-Harmony
11e81bc9-8684-12a0-8aa2-a0369fe50396,sleeping-at-last,Sleeping at Last
11e83fe5-96c0-31a4-99af-a0369fe50396,mc-davi,Mc Davi
11e81bc1-ae24-1e7a-8922-a0369fe50396,fonseca,Fonseca
11e83fe5-a88b-e28e-bcf3-a0369fe50396,fiersa-besari,Fiersa Besari
7c02b920-db90-11e9-80f9-549f35161576,sadfriendd,Sadfriendd
c88cff38-3943-11ea-b0e2-e4434b2a4898,mc-pipokinha,MC Pipokinha
11e81bbd-540e-8cbc-b264-a0369fe50396,radwimps,RADWIMPS
11e81bca-5756-cd28-b7e2-a0369fe50396,gilberto-santa-rosa,Gilberto Santa Rosa
11e83fea-5a62-5610-9925-a0369fe50396,kiddo-4,Kiddo
11e81bd2-43e3-7036-9334-a0369fe50396,rufus-du-sol,RÜFÜS DU SOL
11e81bd2-3a62-baf8-be88-a0369fe50396,martin-solveig,Martin Solveig
11e81bd1-b4b3-4616-9618-a0369fe50396,hiphop-tamizha,Hiphop Tamizha
11e81bbb-5112-063a-9af2-a0369fe50396,edward-maya,Edward Maya
11e83feb-b220-b134-9f7c-aa1c026db3d8,lyodra,Lyodra
11e83fe0-7348-9e8c-b6c9-aa1c026db3d8,lainey-wilson,Lainey Wilson
11e81bc7-e39b-a1a8-bb37-a0369fe50396,culture-club,Culture Club
11e83fec-b5b3-58b4-b76d-aa1c026db3d8,matue,Matuê
11e81bc8-d858-9b56-8c1f-a0369fe50396,adriel-favela,Adriel Favela
11e81bbb-42b9-7e10-9183-a0369fe50396,stevie-nicks,Stevie Nicks
11e81bc7-7ccb-6a80-887e-a0369fe50396,ana-mena,Ana Mena
11e81bc8-d3a6-1994-8d3c-a0369fe50396,virgoun,Virgoun
11e81bce-27a0-aa6e-a643-a0369fe50396,naresh-iyer,Naresh Iyer
11e83fe8-3ab6-b934-a324-a0369fe50396,oxlade,Oxlade
11e81bc8-1dce-b914-92f2-a0369fe50396,yung-bleu,Yung Bleu
3240abfe-ea36-11e8-9ab4-549f35161576,bibi-8,BIBI
11e81bc9-5639-f1a0-8761-a0369fe50396,mika-singh,Mika Singh
11e81bc2-bc31-90d2-ae39-a0369fe50396,bruno-marrone,Bruno & Marrone
11e81bba-afa2-647a-87e4-a0369fe50396,la-quinta-estacion,La Quinta Estación
11e81bc4-28a2-6b8c-a855-a0369fe50396,grover-washington-jr,"Grover Washington, Jr."
11e81bcc-d8e3-a0c6-9212-a0369fe50396,psy,PSY
11e81bc4-44d0-40d6-8e99-a0369fe50396,peter-gabriel,Peter Gabriel
11e81bcd-8169-6a6e-a839-a0369fe50396,los-bukis,Los Bukis
11e81bc7-9b2f-8e8e-ad34-a0369fe50396,janet-jackson,Janet Jackson
b88c2dd6-ff07-403b-9854-de453ed57e73,dj-jeeh-fdc-1,DJ Jeeh FDC
1adaba46-c59b-11e8-bb21-549f35141000,marc-segui,Marc Segui
11e81bba-7946-3320-b2cc-a0369fe50396,bronco,Bronco
11e81bce-3d90-7f20-8c62-a0369fe50396,phoenix-10,Phoenix
11e81bc9-ca14-8b12-a407-a0369fe50396,annenmaykantereit,AnnenMayKantereit
11e81bc9-03f7-99f6-9166-a0369fe50396,robert-miles,Robert Miles
11e81bbb-7260-9fcc-89ed-a0369fe50396,vampire-weekend,Vampire Weekend
11e81bd2-cde2-b058-97cb-a0369fe50396,sara-bareilles,Sara Bareilles
11e83fe0-52a0-bbb0-9d21-a0369fe50396,a-touch-of-class-1,A Touch of Class
3c5dd9b2-c5a2-11e8-81ad-549f35141000,wos-2,WOS
8b27dd7a-3cfe-418e-8013-7690fc0062f0,mc-tato,Mc Tato
11e81bbe-49b3-0c1a-8e22-a0369fe50396,katrina-and-the-waves,Katrina and the Waves
79bdef1a-de82-11e8-b3b4-549f35141000,est-gee,EST Gee
11e81bc7-41f7-0496-b2c2-a0369fe50396,anahi,Anahí
11e81bc3-698c-a0c8-9f15-a0369fe50396,lp-3,LP
11e81bc9-0189-fb8c-a2ff-a0369fe50396,cardenales-de-nuevo-leon,Cardenales de Nuevo León
5c71260b-576b-4e63-a513-fda2d6befe72,chloe-60,Chlöe
11e81bba-c908-e3f8-826d-a0369fe50396,seventeen,Seventeen
11e81bd2-c241-ff9c-a5ad-a0369fe50396,seventeen-3,SEVENTEEN
11e81bbf-03ad-b8c2-8093-a0369fe50396,nathy-peluso,Nathy Peluso
11e81bd2-110a-495a-979c-a0369fe50396,don-mclean,Don McLean
11e81bc2-a8bd-f3d8-9ed6-a0369fe50396,rbd-1,RBD
11e81bd1-3596-4e64-838e-a0369fe50396,gaab,Gaab
11e83fed-cac2-24c8-8e61-a0369fe50396,tayc,Tayc
c4c8468f-84bb-45e8-8977-b2c17019d6f2,gabb-mc,Gabb MC
11e81bcd-63bb-bc9c-a375-a0369fe50396,khruangbin,Khruangbin
11e81bc1-f115-a7d0-9b6f-a0369fe50396,mr-probz,Mr. Probz
11e81bc0-fa18-bb84-83fc-a0369fe50396,duke-dumont,Duke Dumont
50874bbc-110f-11ea-a753-801844edfa71,ziva-magnolya,Ziva Magnolya
11e81bbe-73a4-ff4c-8a91-a0369fe50396,nat-king-cole,Nat King Cole
11e81bcb-8034-85fe-af33-a0369fe50396,celia-cruz,Celia Cruz
11e81bca-e298-c562-be90-a0369fe50396,adolescent-s-orquesta,Adolescent's Orquesta
11e81bd1-4f4d-b0fe-91fc-a0369fe50396,the-living-tombstone,The Living Tombstone
11e81bc8-53ec-82ec-85ce-a0369fe50396,steely-dan,Steely Dan
11e81bd1-8d32-4b50-ab7b-a0369fe50396,creed-3,Creed
11e81bbd-a867-910a-beca-a0369fe50396,omar-varela,Omar Varela
1449cb90-fd44-11e9-b748-801844edfa71,347aidan,347aidan
11e81bce-6aeb-9af4-b8ca-a0369fe50396,snakehips-1,Snakehips
11e83fe3-6964-20f0-887e-aa1c026db3d8,romy-6,Romy
11e81bd0-8088-0422-b3d5-a0369fe50396,hillsong-worship,Hillsong Worship
11e81bbb-702e-5b0e-b757-a0369fe50396,toby-keith,Toby Keith
11e81bcc-eb88-f906-927b-a0369fe50396,naiara-azevedo,Naiara Azevedo
11e81bd2-011e-536a-8fd2-a0369fe50396,still-woozy,Still Woozy
11e81bc1-0239-a6fc-9acc-a0369fe50396,shinedown,Shinedown
11e81bd2-f368-5666-9400-a0369fe50396,nejo,Ñejo
11e81bba-d00e-f2d2-a406-a0369fe50396,soolking,Soolking
b5042ed7-8cb8-4f38-b830-26b205fd5aa7,kai-49,KAI
11e81bcc-6e0c-6864-ad94-a0369fe50396,stefflon-don,Stefflon Don
11e81bbe-ea5b-e2b8-a549-a0369fe50396,shafqat-amanat-ali,Shafqat Amanat Ali
11e81bca-b483-09b2-89c3-a0369fe50396,george-martin,George Martin
11e81bc7-93a4-a21c-a551-a0369fe50396,stone-temple-pilots,Stone Temple Pilots
11e81bc7-9f36-3942-ac86-a0369fe50396,walker-hayes,Walker Hayes
309dfb9e-33cd-11ea-a9dc-549f35141000,shinda-kahlon,Shinda Kahlon
11e81bd2-d10a-d7ec-b2e0-a0369fe50396,leo-dan,Leo Dan
11e81bc7-6df9-fdfa-989e-a0369fe50396,christian-chavez,Christian Chávez
fa16749c-0bc2-436a-9f8f-e51dd8babe61,miksu-macloud,Miksu / Macloud
87020d31-caca-4413-8ab2-12da8e526a0e,zzoilo,zzoilo
11e81bbc-6f20-1120-a4ab-a0369fe50396,alice-cooper,Alice Cooper
11e83fee-c62b-e4d4-9902-a0369fe50396,ed-maverick,Ed Maverick
11e81bc6-99e1-2cfa-860f-a0369fe50396,the-pointer-sisters,The Pointer Sisters
79859220-c30a-11e8-84c5-525400009efb,pol-granch-1,Pol Granch
11e81bcc-e352-b34e-86d4-a0369fe50396,young-money,Young Money
11e81bc6-c6a7-bfba-b1f0-a0369fe50396,ghostemane,GHOSTEMANE
11e81bc8-3b8d-9d94-9c86-a0369fe50396,waka-flocka-flame,Waka Flocka Flame
11e81bca-cdd6-29da-a29d-a0369fe50396,westlife,Westlife
11e81bc1-f4d5-bb08-a024-a0369fe50396,jake-owen,Jake Owen
11e81bc7-82c1-7a42-80d4-a0369fe50396,marta-sanchez,Marta Sánchez
11e81bc2-2145-252a-b715-a0369fe50396,rei-2,Rei
f2e7e0a0-043a-4620-a042-ec36ab76fd51,alan-gomez-2,Alan Gomez
11e81bbe-d964-3c44-a020-a0369fe50396,dvbbs,DVBBS
11e81bd3-35ef-4bfc-9fba-a0369fe50396,grimes-2,Grimes
11e81bd1-a21d-8840-bbee-a0369fe50396,brett-young,Brett Young
11e81bd2-e9de-cb0c-8d3f-a0369fe50396,sanjay-leela-bhansali,Sanjay Leela Bhansali
11c86e09-ae72-4dec-821e-3de8b1ed3948,moondeity-1,MoonDeity
11e81bc9-7097-5664-a014-a0369fe50396,nacho-1,Nacho
11e81bc8-e2ec-e3e2-a60c-a0369fe50396,simply-red,Simply Red
11e83fe6-3263-a0e6-b261-a0369fe50396,luude,Luude
11e81bca-ca35-e428-84f9-a0369fe50396,atb,ATB
6a3020b8-e46c-11e9-9e94-549f35161576,hensonn,Hensonn
11e81bd1-7d5d-c1be-adad-a0369fe50396,claude-debussy,Claude Debussy
11e81bc0-49a2-acba-931e-a0369fe50396,mc-pedrinho,MC Pedrinho
c54d6f2c-00d5-45ba-8ac6-39678d9cc2bf,nathan-evans-2,Nathan Evans
11e81bc8-a1a7-a17e-9fdd-a0369fe50396,valentin-elizalde,Valentin Elizalde
5da08714-d105-11e8-abd9-549f35161576,grupo-arriesgado,Grupo Arriesgado
1eae73e8-c2af-4fee-9dd1-7ab711d66970,muppet-dj,Muppet DJ
11e8a772-327f-4cc6-af09-525400009efb,n-w-a-1,N.W.A.
11e81bbb-6b3f-3ad2-9460-a0369fe50396,jim-croce,Jim Croce
11e81bbe-aaa4-a4fc-b04e-a0369fe50396,angele-1,Angèle
61f4f238-cd88-49a4-b86d-63011a2ee6dd,irshad-kamil-1,Irshad Kamil
5dffe62b-85b6-43e3-864d-58a74eca77af,bm-15,BM
529f338b-1848-4a0a-862f-669f28d60dbe,tz-da-coronel,Tz da Coronel
11e81bbe-cd1f-f9f0-a840-a0369fe50396,damso,Damso
11e81bc3-a9fe-7c8a-a420-a0369fe50396,haim,HAIM
11e81bbd-208e-3ca2-9b7c-a0369fe50396,desiigner,Desiigner
11e83fed-8dd7-286a-83f4-a0369fe50396,amaarae,Amaarae
11e81bd2-e196-b84c-a284-a0369fe50396,whitesnake,Whitesnake
11e81bc4-25a4-f530-abcf-a0369fe50396,yura-yunita,Yura Yunita
11e81bd1-02e7-644e-a9a3-a0369fe50396,alisha-chinai,Alisha Chinai
11e81bce-52af-4cf6-b136-a0369fe50396,sixpence-none-the-richer,Sixpence None the Richer
05f70fae-7df0-11e9-8e89-549f35161576,veigh,Veigh
e09133ce-a582-11e9-b770-549f35141000,mc-jacare,Mc Jacare
11e81bd1-1a04-2248-b8ba-a0369fe50396,fkj,FKJ
11e81bbb-8755-ed9c-a139-a0369fe50396,eiffel-65,Eiffel 65
11e81bce-b5d0-3200-b7b3-a0369fe50396,baco-exu-do-blues,Baco Exu do Blues
11e81bcd-7863-534e-a5f6-a0369fe50396,pantera,Pantera
11e81bbd-fa01-3de0-9059-a0369fe50396,james-tw,James TW
11e81bc0-147d-6d22-a1bb-a0369fe50396,w-w,W&W
11e81bc8-377c-8d64-923f-a0369fe50396,ninho,Ninho
11e81bbf-d027-c3ca-a90d-a0369fe50396,anvita-dutt-guptan,Anvita Dutt Guptan
f71ef194-84ab-4378-9153-cdb407c54b07,anvita-dutt,Anvita Dutt
11e81bd2-bb9e-4a56-b37e-a0369fe50396,the-score-2,The Score
11e81bd0-d546-2020-8c9d-a0369fe50396,sickick,Sickick
11e81bd1-8f02-3d64-af5a-a0369fe50396,klaas,Klaas
11e83fe7-74cc-05a8-be1a-aa1c026db3d8,fmk,FMK
11e81bbf-be4d-94ea-bf1e-a0369fe50396,donna-summer,Donna Summer
11e81bc2-d223-5024-9fa8-a0369fe50396,mahalakshmi-iyer,Mahalakshmi Iyer
d21d49b6-6902-11e9-8819-e4434b16cb7a,mc-poze-do-rodo,Mc Poze do Rodo
11e81bc2-73c6-74f2-86f9-a0369fe50396,kyle-1,Kyle
e5260478-5ebd-40e9-b7cc-e0175b95b96b,dopamine-12,Dopamine
11e8a772-204f-f50a-8947-525400009efb,kenny-dope-1,Kenny Dope
11e81bd0-e84e-eb3e-bc2c-a0369fe50396,meet-bros,Meet Bros
11e81bd2-ce42-b642-a720-a0369fe50396,kshmr,KSHMR
5b60a02e-0f3b-4c7e-87bd-e328cfee19ae,xxtristanxo-1,xxtristanxo
11e81bd2-04c6-5d82-8543-a0369fe50396,ace-of-base,Ace of Base
11e83fee-7b10-c352-8623-a0369fe50396,vilen,Vilen
11e81bc2-8ab5-eb3e-a584-a0369fe50396,tinlicker,Tinlicker
2c8048f4-d54f-4f8a-beeb-e4ca98954eb5,mufasa-hypeman,Mufasa & Hypeman
11e81bbc-640d-e6ea-a317-a0369fe50396,ramones,Ramones
11e81bbe-d445-680a-91fb-a0369fe50396,the-xx,The xx
11e83fe8-f456-aa20-a4e4-aa1c026db3d8,grupo-recluta,Grupo Recluta
11e81bc7-5ce5-7ca6-9722-a0369fe50396,billy-currington,Billy Currington
11e81bcd-7228-2086-b11f-a0369fe50396,blackstreet,Blackstreet
11e81bba-a8ce-5780-a0bd-a0369fe50396,gajendra-verma,Gajendra Verma
bae34d6e-01ca-498e-b055-e4deb13dbd5a,kslv-noh,KSLV Noh
11e81bca-0784-988e-9abc-a0369fe50396,goldlink,GoldLink
11e81bc4-0576-cbf8-8467-a0369fe50396,bas,Bas
11e83fe5-3590-54cc-b3e3-a0369fe50396,arem-ozguc,Arem Ozguc
11e81bd2-e577-a9b2-9a87-a0369fe50396,ayushmann-khurrana,Ayushmann Khurrana
11e81bc3-e4dc-f96c-95d7-a0369fe50396,arman-aydin,Arman Aydin
11e83feb-6442-3f96-955d-a0369fe50396,official-hige-dandism,Official HIGE DANdism
11e81bd0-a61d-c244-a03d-a0369fe50396,toploader,Toploader
11e81bbe-1139-8436-b6c4-a0369fe50396,kiki-dee,Kiki Dee
11e81bbf-ada7-0194-95d3-a0369fe50396,andrea-bocelli,Andrea Bocelli
445708f0-e1cb-11e9-8564-801844ee83a6,mareux,Mareux
11e81bbc-c0b3-b118-9f9d-a0369fe50396,cafune,CAFUNÉ
11e81bc6-7cac-36de-9783-a0369fe50396,ana-barbara,Ana Bárbara
11e81bc6-e0af-3258-ab9e-a0369fe50396,bo-burnham,Bo Burnham
11e81bbb-178d-19cc-8047-a0369fe50396,good-charlotte,Good Charlotte
11e83fe9-3259-ce60-88f0-aa1c026db3d8,grandson,Grandson
8e542dd6-d627-4460-9611-487673a522bb,mupp-1,MUPP
11e81bcb-2a58-62a4-8298-a0369fe50396,brockhampton,BROCKHAMPTON
11e81bc2-08ee-a0e6-8059-a0369fe50396,wyclef-jean,Wyclef Jean
11e81bc8-9140-3774-aadf-a0369fe50396,disciples-2,Disciples
5174b276-c63d-11e8-97b6-549f35161576,los-gemelos-de-sinaloa,Los Gemelos De Sinaloa
d4ecf431-7815-4a89-9b92-5177a98b52fe,bella-poarch,Bella Poarch
cc68daa2-443b-11ea-a383-801844ee83a6,lf-system,LF System
11e81bbb-81a7-bbc8-8f2b-a0369fe50396,exo-2,EXO
11e81bc9-d016-e2e4-be93-a0369fe50396,hillsong-united,Hillsong United
11e81bca-5244-dbf4-a78d-a0369fe50396,chino-nacho,Chino & Nacho
11e81bc2-703a-6762-8762-a0369fe50396,budi-doremi,Budi Doremi
11e81bca-257f-dd76-a841-a0369fe50396,chord-overstreet,Chord Overstreet
11e81bbe-7dde-6c64-ae89-a0369fe50396,young-the-giant,Young the Giant
11e83fe7-a756-a71c-82ab-aa1c026db3d8,dubdogz,Dubdogz
11e81bbe-5c59-9bd6-9ef8-a0369fe50396,grupo-niche,Grupo Niche
b9766be8-c422-11e8-83e6-525400009efb,chani-nattan,Chani Nattan
11e81bca-d708-bd24-ba86-a0369fe50396,charlie-brown-jr,Charlie Brown Jr.
11e81bc3-0e9b-f1e6-9e7a-a0369fe50396,pierce-the-veil,Pierce the Veil
11e81bbf-7010-0ede-b4bb-a0369fe50396,the-monkees,The Monkees
11e81bc7-829e-b07a-b867-a0369fe50396,liam-payne,Liam Payne
11e81bc3-a360-543e-82f0-a0369fe50396,roberto-carlos,Roberto Carlos
11e81bd1-54ef-6f0c-afea-a0369fe50396,air-supply,Air Supply
11e81bc9-becf-cfdc-a9c4-a0369fe50396,father-john-misty,Father John Misty
57230fe4-0e02-11e9-ba48-549f35161576,zeph-6,Zeph
fef7a783-2a54-462f-9f74-14ce88691a41,yuji-8,yuji
11e81bce-7e5e-d81c-a8a8-a0369fe50396,jungle-3,Jungle
11e81bba-f517-0132-b22d-a0369fe50396,kid-rock,Kid Rock
f0b5ff79-1cae-42a1-8c7b-22c3568d9396,putri-dahlia,putri dahlia
11e81bc1-de9e-f4d0-b71e-a0369fe50396,los-fabulosos-cadillacs,Los Fabulosos Cadillacs
59a6ff7c-c650-11e8-9647-549f35141000,gazo,Gazo
11e81bbd-7f8e-ead0-a608-a0369fe50396,emmanuel,Emmanuel
11e81bc8-7fc6-6428-9478-a0369fe50396,davido,Davido
11e81bbb-fa18-8cd6-9644-a0369fe50396,slayer,Slayer
501daf4c-ae94-444c-8b3e-67041d5f8ecb,dj-ak-beats,DJ AK Beats
11e81bcd-e698-db68-a9f9-a0369fe50396,john-mellencamp,John Mellencamp
11e81bc8-1f8f-eb1a-ad67-a0369fe50396,wings-3,Wings
11e81bbe-351b-ecc2-ad9e-a0369fe50396,the-bangles,The Bangles
11e81bc7-3d28-c33c-b77f-a0369fe50396,savage-garden,Savage Garden
11e81bba-ff68-58ca-9d0c-a0369fe50396,ajay-atul,Ajay-Atul
11e81bc3-25c5-e232-88e8-a0369fe50396,michael-giacchino,Michael Giacchino
11e81bcd-4817-951a-8c47-a0369fe50396,chris-isaak,Chris Isaak
